uid,pmcid,title,journal,pubdate,authors,doi
6313834,PMC6313834,Late conversion after endovascular abdominal aortic aneurysm repair in a patient with Ehlers-Danlos syndrome.,J Vasc Surg Cases Innov Tech,2019 Mar,Karaolanis G; Sensebat Ö; Torsello G; Bisdas T; Donas KP,10.1016/j.jvscit.2018.09.010
6292952,PMC6292952,"Autism, Joint Hypermobility-Related Disorders and Pain.",Front Psychiatry,2018,Baeza-Velasco C; Cohen D; Hamonet C; Vlamynck E; Diaz L; Cravero C; Cappe E; Guinchat V,10.3389/fpsyt.2018.00656
6282529,PMC6282529,High risk of peri-implant disease in periodontal Ehlers-Danlos Syndrome. A case series.,Clin Oral Implants Res,2018 Nov,Rinner A; Zschocke J; Schossig A; Gröbner R; Strobl H; Kapferer-Seebacher I,10.1111/clr.13373
6250522,PMC6250522,Management of chronic pain in Ehlers-Danlos syndrome: Two case reports and a review of literature.,Medicine (Baltimore),2018 Nov,Zhou Z; Rewari A; Shanthanna H,10.1097/MD.0000000000013115
6265373,PMC6265373,Ehlers-Danlos syndrome type IV as the etiology of spontaneous coronary artery rupture.,J Cardiol Cases,2012 Jun,Nishigaki K,10.1016/j.jccase.2012.03.010
6230631,PMC6230631,Identification of a de novo case of COL5A1-related Ehlers-Danlos syndrome in an infant in the West Indies leading to improved targeted clinical care.,Clin Case Rep,2018 Nov,Wardeh A; Jackson T; Nelson B; Ernst C; Théroux JF; Al-Hertani W; Sobering AK; Maj MC,10.1002/ccr3.1873
6159307,PMC6159307,"Transvaginal ultrasound-guided aspiration of an anterior sacral meningocele masquerading as a hydrosalpinx, resulting in abscess formation.",BJR Case Rep,2017,Jawad S; Ejindu V; Johnson D; Shah MA; Abbasi MA; Ojha K; Papadakos N,10.1259/bjrcr.20160037
6136482,PMC6136482,Ehlers-Danlos Syndrome: Not Just Joint Hypermobility.,Case Rep Med,2018,Bregant T; Klopcic Spevak M,10.1155/2018/5053825
6087563,PMC6087563,Gastrointestinal Symptoms in Marfan Syndrome and Hypermobile Ehlers-Danlos Syndrome.,Gastroenterol Res Pract,2018,Inayet N; Hayat JO; Kaul A; Tome M; Child A; Poullis A,10.1155/2018/4854701
6099022,PMC6099022,Renal infarction in vascular Ehlers-Danlos syndrome masquerading as pyelonephritis.,Clin Case Rep,2018 Aug,Dousa KM; Khan K; Alencherry B; Deng L; Salata RA,10.1002/ccr3.1639
6100124,PMC6100124,Application of immunotherapy for neurological manifestations in hypermobile Ehlers-Danlos syndrome.,Ther Adv Neurol Disord,2018,Araki M; Lin Y; Ono H; Sato W; Yamamura T,10.1177/1756286418793766
6083619,PMC6083619,FLNA mutations in surviving males presenting with connective tissue findings: two new case reports and review of the literature.,BMC Med Genet,2018 Aug 8,Cannaerts E; Shukla A; Hasanhodzic M; Alaerts M; Schepers D; Van Laer L; Girisha KM; Hojsak I; Loeys B; Verstraeten A,10.1186/s12881-018-0655-0
6061067,PMC6061067,Complications and recurrence rates of patients with Ehlers-Danlos syndrome undergoing ventral hernioplasty: a case series.,Hernia,2018 Aug,Kroese LF; Mommers EH; Robbens C; Bouvy ND; Lange JF; Berrevoet F,10.1007/s10029-018-1739-7
6052501,PMC6052501,Anterior Cruciate Ligament Reconstruction With Achilles Tendon Allograft in a Patient With Ehlers-Danlos Syndrome.,Orthop J Sports Med,2018 Jul,Choi J; Naito K; Curry EJ; Li X,10.1177/2325967118785170
6050812,PMC6050812,A rare case of bilateral spontaneous indirect caroticocavernous fistula treated previously as a case of conjunctivitis.,Ther Adv Ophthalmol,2018 Jan-Dec,Khan S; Gibbon C; Johns S,10.1177/2515841418788303
6050467,PMC6050467,Arrhythmias and myocardial fragility in Ehlers-Danlos syndrome: Complications after routine ICD placement.,HeartRhythm Case Rep,2018 Jul,Garg V; Bersohn M; Han JK,10.1016/j.hrcr.2018.03.008
6019721,PMC6019721,Pathophysiology of carotid-cavernous fistulas in vascular Ehlers-Danlos syndrome: a retrospective cohort and comprehensive review.,Orphanet J Rare Dis,2018 Jun 25,Adham S; Trystram D; Albuisson J; Domigo V; Legrand A; Jeunemaitre X; Frank M,10.1186/s13023-018-0842-2
6016292,PMC6016292,Hypermobile Ehlers-Danlos syndrome and rehabilitation: taking stock of evidence based medicine: a systematic review of the literature.,J Phys Ther Sci,2018 Jun,Corrado B; Ciardi G,10.1589/jpts.30.847
5993673,PMC5993673,Vascular phenotypes in nonvascular subtypes of the Ehlers-Danlos syndrome: a systematic review.,Genet Med,2018 Jun,D'hondt S; Van Damme T; Malfait F,10.1038/gim.2017.138
5829370,PMC5829370,Spinal Anaesthesia for Cesarean Section in a Patient with Vascular Type Ehlers-Danlos Syndrome.,Case Rep Anesthesiol,2018,Carness JM; Lenart MJ,10.1155/2018/1924725
5828290,PMC5828290,Suspicious scars: physical child abuse vs Ehlers-Danlos syndrome.,Autops Case Rep,2018 Jan-Mar,Vadysinghe AN; Wickramashinghe CU; Nanayakkara DN; Kaluarachchi CI,10.4322/acr.2018.008
5773269,PMC5773269,Visceroptosis and the Ehlers-Danlos Syndrome.,Cureus,2017 Nov 8,Kucera S; Sullivan SN,10.7759/cureus.1828
5747760,PMC5747760,Fulminant myocardial bleeding: another clinical course of vascular Ehlers-Danlos Syndrome.,BMJ Case Rep,2017 Sep 23,Tokue M; Hara H; Kurosawa K; Nakamura M,10.1136/bcr-2017-220786
5675945,PMC5675945,Mobile Cecum in a Young Woman with Ehlers-Danlos Syndrome Hypermobility type: A Case Report and Review of the Literature.,Intern Med,2017 Oct 15,Fukuda Y; Higuchi Y; Shinozaki K; Tanigawa Y; Abe T; Hanaoka N; Matsubayashi S; Yamaguchi T; Kosho T; Nakamichi K,10.2169/internalmedicine.8758-16
5530413,PMC5530413,Spontaneous Diaphragmatic Rupture in Hypermobile Type Ehlers-Danlos Syndrome.,Case Rep Surg,2017,Amin R; Waibel BH,10.1155/2017/2081725
5538080,PMC5538080,Ehlers-Danlos hypermobility type in an adult with chronic pain and fatigue: a case study.,Clin Case Rep,2017 Aug,Cohen S; Markham F,10.1002/ccr3.1046
5458014,PMC5458014,Surgical and medical treatment of ocular disease in a dog with Ehlers-Danlos syndrome.,Clin Case Rep,2017 Jun,Rasch SN,10.1002/ccr3.953
5396425,PMC5396425,Atraumatic Acromioclavicular Dislocation: A Case Report and Review of the Literature.,Case Rep Orthop,2017,Sadeghi N; Haen PS; Onstenk R,10.1155/2017/8450538
5097948,PMC5097948,"Periodontal Ehlers-Danlos Syndrome Is Caused by Mutations in C1R and C1S, which Encode Subcomponents C1r and C1s of Complement.",Am J Hum Genet,2016 Nov 3,Kapferer-Seebacher I; Pepin M; Werner R; Aitman TJ; Nordgren A; Stoiber H; Thielens N; Gaboriaud C; Amberger A; Schossig A; Gruber R; Giunta C; Bamshad M; Björck E; Chen C; Chitayat D; Dorschner M; Schmitt-Egenolf M; Hale CJ; Hanna D; Hennies HC; Heiss-Kisielewsky I; Lindstrand A; Lundberg P; Mitchell AL; Nickerson DA; Reinstein E; Rohrbach M; Romani N; Schmuth M; Silver R; Taylan F; Vandersteen A; Vandrovcova J; Weerakkody R; Yang M; Pope FM; Molecular Basis of Periodontal EDS Consortium; Byers PH; Zschocke J,10.1016/j.ajhg.2016.08.019
5258806,PMC5258806,A Review of the Genetics of Intracranial Berry Aneurysms and Implications for Genetic Counseling.,J Genet Couns,2017 Feb,Hitchcock E; Gibson WT,10.1007/s10897-016-0029-8
5226192,PMC5226192,Congenital Chylous Ascites and Ehlers-Danlos Syndrome Type VI.,ACG Case Rep J,2016 Aug,Ermarth AK; Pohl J; Esty B; Sempler JK; Carey JC; O'Gorman MA,10.14309/crj.2016.159
5096520,PMC5096520,Collagenopathies-Implications for Abdominal Wall Reconstruction: A Systematic Review.,Plast Reconstr Surg Glob Open,2016 Oct,Harrison B; Sanniec K; Janis JE,10.1097/GOX.0000000000001036
5088665,PMC5088665,Next-generation sequencing and a novel COL3A1 mutation associated with vascular Ehlers-Danlos syndrome with severe intestinal involvement: a case report.,J Med Case Rep,2016 Oct 31,Cortini F; Marinelli B; Seia M; De Giorgio B; Pesatori AC; Montano N; Bassotti A,10.1186/s13256-016-1087-0
4932739,PMC4932739,Nationwide population-based cohort study of psychiatric disorders in individuals with Ehlers-Danlos syndrome or hypermobility syndrome and their siblings.,BMC Psychiatry,2016 Jul 4,Cederlöf M; Larsson H; Lichtenstein P; Almqvist C; Serlachius E; Ludvigsson JF,10.1186/s12888-016-0922-6
4896234,PMC4896234,Ehlers-Danlos Syndrome Presenting as Severe Headache in a Young Adult.,Radiol Case Rep,2008,Alcorn SR; Sorel MA; Auerbach S; Shaffer K,10.2484/rcr.v3i2.172
4887635,PMC4887635,Hemodynamic Instability after Low-Energy Thigh Contusion Caused by Injury to the Femoral Artery: A Case Report and Literature Review.,Case Rep Orthop,2016,Rodríguez-Roiz JM; Ballesteros-Betancourt J; García-Tarriño R; Rodríguez-Roiz VA; Llusa M,10.1155/2016/9314297
4782065,PMC4782065,Blunt aortic trauma in a patient with the Ehlers-Danlos syndrome type VI.,J Surg Case Rep,2016 Mar 7,Yung MY; Murray J; Thompson EC,10.1093/jscr/rjw026
4748196,PMC4748196,Perisigmoid Abscess Leading to a Diagnosis of Ehlers-Danlos Syndrome Type IV.,ACG Case Rep J,2016 Jan,Normatov I; Kesavan A; Srikumar PB; McConnie RM,10.14309/crj.2016.14
4699009,PMC4699009,Allergy to Prolene Sutures in a Dural Graft for Chiari Decompression.,Case Rep Med,2015,Cajigas I; Burks SS; Gernsback J; Fine L; Moshiree B; Levi AD,10.1155/2015/583570
4508704,PMC4508704,Transvenous embolization for carotid-cavernous fistula in a patient with vascular type of Ehlers-Danlos syndrome--direct superior ophthalmic vein approach: case report.,Neurol Med Chir (Tokyo),2014,Tanaka T; Hayakawa M; Sadato A; Adachi K; Watabe T; Maeda S; Ohmura M; Hirose Y,10.2176/nmc.cr.2013-0007
4549537,PMC4549537,Complex Scapular Winging following Total Shoulder Arthroplasty in a Patient with Ehlers-Danlos Syndrome.,Case Rep Orthop,2015,Skedros JG; Phippen CM; Langston TD; Mears CS; Trujillo AL; Miska RM,10.1155/2015/680252
4499396,PMC4499396,Anterior Cruciate Ligament Reconstruction in Ehlers-Danlos Syndrome.,Case Rep Orthop,2015,Williams J; Hutt J; Rickman M,10.1155/2015/160381
4484843,PMC4484843,Spontaneous Dissection of the Renal Artery in Vascular Ehlers-Danlos Syndrome.,Case Rep Crit Care,2015,Pereira F; Cardoso T; Sá P,10.1155/2015/804252
4477102,PMC4477102,Unilateral periventricular heterotopia and epilepsy in a girl with Ehlers-Danlos syndrome.,Epilepsy Behav Case Rep,2015,Savasta S; Verrotti A; Spartà MV; Foiadelli T; Villa MP; Parisi P,10.1016/j.ebcr.2015.05.004
4422098,PMC4422098,Complications associated with surgical repair of syndromic scoliosis.,Scoliosis,2015,Levy BJ; Schulz JF; Fornari ED; Wollowick AL,10.1186/s13013-015-0035-x
4356030,PMC4356030,Bullous emphysema as first presentation of Ehlers-Danlos syndrome in monozygotic twins.,Respir Med Case Rep,2015,Ruggeri P; Calcaterra S; Girbino G,10.1016/j.rmcr.2014.12.002
4300890,PMC4300890,Lumbar artificial disc replacement in Ehlers-Danlos syndrome: A case report and discussion of clinical management.,Int J Spine Surg,2012,Lindley EM; Patti BN; Taylor M; Burger EL; Patel VV,10.1016/j.ijsp.2012.02.006
4327794,PMC4327794,Skin malformations in a neonatal foal tested homozygous positive for Warmblood Fragile Foal Syndrome.,BMC Vet Res,2015 Jan 31,Monthoux C; de Brot S; Jackson M; Bleul U; Walter J,10.1186/s12917-015-0318-8
4300794,PMC4300794,Neurological manifestations of Ehlers-Danlos syndrome(s): A review.,Iran J Neurol,2014 Oct 6,Castori M; Voermans NC,
4223622,PMC4223622,Recommendations for anesthesia and perioperative management in patients with Ehlers-Danlos syndrome(s).,Orphanet J Rare Dis,2014 Jul 23,Wiesmann T; Castori M; Malfait F; Wulf H,10.1186/s13023-014-0109-5
4199079,PMC4199079,Peroneal arteriovenous fistula and pseudoaneurysm: an unusual presentation.,Case Rep Vasc Med,2014,Ching KC; McCluskey KM; Srinivasan A,10.1155/2014/506067
4069127,PMC4069127,Presymptomatic genetic analysis during pregnancy for vascular type Ehlers-Danlos syndrome.,Int Med Case Rep J,2014,Naing BT; Watanabe A; Tanigaki S; Ono M; Iwashita M; Shimada T,10.2147/IMCRJ.S59879
4049028,PMC4049028,Spontaneous colon perforations associated with a vascular type of ehlers-danlos syndrome.,Case Rep Gastroenterol,2014 May,Yoneda A; Okada K; Okubo H; Matsuo M; Kishikawa H; Naing BT; Watanabe A; Shimada T,10.1159/000363373
4009270,PMC4009270,Ehlers-danlos syndrome-hypermobility type and hemorrhoids.,Case Rep Surg,2014,Plackett TP; Kwon E; Gagliano RA Jr; Oh RC,10.1155/2014/171803
3809367,PMC3809367,Ehlers-Danlos Syndrome Type VIII: A Rare Cause of Leg Ulcers in Young Patients.,Case Rep Dermatol Med,2013,Ronceray S; Miquel J; Lucas A; Piérard GE; Hermanns-Lê T; De Paepe A; Dupuy A,10.1155/2013/469505
3789896,PMC3789896,Cephalohematoma in a patient with ehlers-danlos syndrome.,West J Emerg Med,2013 Sep,Felton BM; White JM; Jones RA,10.5811/westjem.2013.1.13409
3435946,PMC3435946,"Ehlers-danlos syndrome in orthopaedics: etiology, diagnosis, and treatment implications.",Sports Health,2012 Sep,Shirley ED; Demaio M; Bodurtha J,10.1177/1941738112452385
3736514,PMC3736514,"Children with generalised joint hypermobility and musculoskeletal complaints: state of the art on diagnostics, clinical characteristics, and treatment.",Biomed Res Int,2013,Scheper MC; Engelbert RH; Rameckers EA; Verbunt J; Remvig L; Juul-Kristensen B,10.1155/2013/121054
3670523,PMC3670523,Ehlers Danlos Syndrome: An Unusual Presentation You Need to Know about.,Case Rep Pediatr,2013,Karaa A; Stoler JM,10.1155/2013/764659
3571520,PMC3571520,Non-syndrome patient with bilateral supernumerary teeth: Case report and 9-year follow-up.,Eur J Dent,2013 Jan,Akgun OM; Sabuncuoglu F; Altug A; Altun C,
3567970,PMC3567970,Vascular-type Ehlers-Danlos syndrome caused by a hitherto unknown genetic mutation: a case report.,J Med Case Rep,2013 Feb 1,Kashizaki F; Hatamochi A; Kamiya K; Yoshizu A; Okamoto H,10.1186/1752-1947-7-35
3512326,PMC3512326,"Ehlers-danlos syndrome, hypermobility type: an underdiagnosed hereditary connective tissue disorder with mucocutaneous, articular, and systemic manifestations.",ISRN Dermatol,2012,Castori M,10.5402/2012/751768
3412739,PMC3412739,A complex microdeletion 17q12 phenotype in a patient with recurrent de novo membranous nephropathy.,BMC Nephrol,2012 May 14,Hinkes B; Hilgers KF; Bolz HJ; Goppelt-Struebe M; Amann K; Nagl S; Bergmann C; Rascher W; Eckardt KU; Jacobi J,10.1186/1471-2369-13-27
3362267,PMC3362267,Ehlers-Danlos Syndrome Type VIIC: A Mexican Case Report.,Case Rep Dermatol,2012 Jan,Rincón-Sánchez AR; Arce IE; Tostado-Rabago EA; Vargas A; Padilla-Gómez LA; Bolaños A; Barrios-Guyot S; Anguiano-Alvarez VM; Ledezma-Rodríguez VC; Islas-Carbajal MC; Rivas-Estilla AM; Feria-Velasco A; Dávalos NO,10.1159/000338277
3258236,PMC3258236,Uterine dysfunction in biglycan and decorin deficient mice leads to dystocia during parturition.,PLoS One,2012,Wu Z; Aron AW; Macksoud EE; Iozzo RV; Hai CM; Lechner BE,10.1371/journal.pone.0029627
3141693,PMC3141693,Colonoscopic perforation leading to a diagnosis of Ehlers Danlos syndrome type IV: a case report and review of the literature.,J Med Case Rep,2011 Jun 23,Rana M; Aziz O; Purkayastha S; Lloyd J; Wolfe J; Ziprin P,10.1186/1752-1947-5-229
3134995,PMC3134995,Pregnancy and delivery in ehlers-danlos syndrome (hypermobility type): review of the literature.,Obstet Gynecol Int,2011,Dutta I; Wilson H; Oteri O,10.1155/2011/306413
3026338,PMC3026338,Cervical artery dissection: emerging risk factors.,Open Neurol J,2010 Jun 15,Micheli S; Paciaroni M; Corea F; Agnelli G; Zampolini M; Caso V,10.2174/1874205X01004010050
2829519,PMC2829519,Occult small bowel perforation in a patient with Ehlers Danlos syndrome: a case report and review of the literature.,Cases J,2010 Feb 12,Leake TF; Singhal T; Chandra A; Ashcroft A; Doddi S; Hussain A; Smedley F,10.1186/1757-1626-3-57
2697526,PMC2697526,"Angioid streaks, clinical course, complications, and current therapeutic management.",Ther Clin Risk Manag,2009 Feb,Georgalas I; Papaconstantinou D; Koutsandrea C; Kalantzis G; Karagiannis D; Georgopoulos G; Ladas I,
2693823,PMC2693823,Genetic analysis of three Korean patients with clinical features of Ehlers-Danlos syndrome type IV.,J Korean Med Sci,2007 Aug,Yang JH; Lee ST; Kim JA; Kim SH; Jang SY; Ki CS; Kim DK,10.3346/jkms.2007.22.4.698
2575416,PMC2575416,The zinc transporter SLC39A13/ZIP13 is required for connective tissue development; its involvement in BMP/TGF-beta signaling pathways.,PLoS One,2008,Fukada T; Civic N; Furuichi T; Shimoda S; Mishima K; Higashiyama H; Idaira Y; Asada Y; Kitamura H; Yamasaki S; Hojyo S; Nakayama M; Ohara O; Koseki H; Dos Santos HG; Bonafe L; Ha-Vinh R; Zankl A; Unger S; Kraenzlin ME; Beckmann JS; Saito I; Rivolta C; Ikegawa S; Superti-Furga A; Hirano T,10.1371/journal.pone.0003642
2262905,PMC2262905,Posterior dislocation of the elbow as an unusual presentation after a total hip replacement: a case report.,J Med Case Rep,2008 Feb 6,Periasamy K; Meek D; Crossman P,10.1186/1752-1947-2-38
1971255,PMC1971255,Ehlers-Danlos syndrome type IV.,Orphanet J Rare Dis,2007 Jul 19,Germain DP,10.1186/1750-1172-2-32
529450,PMC529450,"Age-related changes in serum growth hormone, insulin-like growth factor-1 and somatostatin in system lupus erythematosus.",BMC Musculoskelet Disord,2004 Oct 20,Denko CW; Malemud CJ,10.1186/1471-2474-5-37
